id,eventID,occurrenceID,measurementType,measurementTypeID,measurementValue,measurementUnit
755,edi.100.1.ev_86,occ.edi.100.1.755,abundance,NA,1,number
756,edi.100.1.ev_86,occ.edi.100.1.756,abundance,NA,1,number
757,edi.100.1.ev_86,occ.edi.100.1.757,abundance,NA,1,number
758,edi.100.1.ev_86,occ.edi.100.1.758,abundance,NA,1,number
759,edi.100.1.ev_86,occ.edi.100.1.759,abundance,NA,1,number
760,edi.100.1.ev_86,occ.edi.100.1.760,abundance,NA,1,number
761,edi.100.1.ev_86,occ.edi.100.1.761,abundance,NA,1,number
762,edi.100.1.ev_86,occ.edi.100.1.762,abundance,NA,1,number
763,edi.100.1.ev_86,occ.edi.100.1.763,abundance,NA,1,number
764,edi.100.1.ev_86,occ.edi.100.1.764,abundance,NA,1,number
765,edi.100.1.ev_87,occ.edi.100.1.765,abundance,NA,46,number
766,edi.100.1.ev_87,occ.edi.100.1.766,abundance,NA,5,number
767,edi.100.1.ev_87,occ.edi.100.1.767,abundance,NA,1,number
768,edi.100.1.ev_87,occ.edi.100.1.768,abundance,NA,2,number
769,edi.100.1.ev_87,occ.edi.100.1.769,abundance,NA,1,number
770,edi.100.1.ev_87,occ.edi.100.1.770,abundance,NA,1,number
771,edi.100.1.ev_87,occ.edi.100.1.771,abundance,NA,1,number
772,edi.100.1.ev_87,occ.edi.100.1.772,abundance,NA,1,number
773,edi.100.1.ev_87,occ.edi.100.1.773,abundance,NA,1,number
774,edi.100.1.ev_87,occ.edi.100.1.774,abundance,NA,1,number
775,edi.100.1.ev_87,occ.edi.100.1.775,abundance,NA,2,number
776,edi.100.1.ev_87,occ.edi.100.1.776,abundance,NA,2,number
777,edi.100.1.ev_87,occ.edi.100.1.777,abundance,NA,2,number
778,edi.100.1.ev_87,occ.edi.100.1.778,abundance,NA,1,number
779,edi.100.1.ev_87,occ.edi.100.1.779,abundance,NA,1,number
780,edi.100.1.ev_87,occ.edi.100.1.780,abundance,NA,1,number
781,edi.100.1.ev_87,occ.edi.100.1.781,abundance,NA,4,number
782,edi.100.1.ev_87,occ.edi.100.1.782,abundance,NA,1,number
783,edi.100.1.ev_87,occ.edi.100.1.783,abundance,NA,2,number
784,edi.100.1.ev_87,occ.edi.100.1.784,abundance,NA,3,number
785,edi.100.1.ev_87,occ.edi.100.1.785,abundance,NA,1,number
786,edi.100.1.ev_87,occ.edi.100.1.786,abundance,NA,1,number
787,edi.100.1.ev_88,occ.edi.100.1.787,abundance,NA,75,number
788,edi.100.1.ev_88,occ.edi.100.1.788,abundance,NA,75,number
789,edi.100.1.ev_88,occ.edi.100.1.789,abundance,NA,12,number
790,edi.100.1.ev_88,occ.edi.100.1.790,abundance,NA,1,number
791,edi.100.1.ev_88,occ.edi.100.1.791,abundance,NA,2,number
792,edi.100.1.ev_88,occ.edi.100.1.792,abundance,NA,2,number
793,edi.100.1.ev_88,occ.edi.100.1.793,abundance,NA,2,number
794,edi.100.1.ev_88,occ.edi.100.1.794,abundance,NA,1,number
795,edi.100.1.ev_88,occ.edi.100.1.795,abundance,NA,1,number
796,edi.100.1.ev_88,occ.edi.100.1.796,abundance,NA,1,number
797,edi.100.1.ev_88,occ.edi.100.1.797,abundance,NA,1,number
798,edi.100.1.ev_88,occ.edi.100.1.798,abundance,NA,3,number
799,edi.100.1.ev_88,occ.edi.100.1.799,abundance,NA,1,number
800,edi.100.1.ev_88,occ.edi.100.1.800,abundance,NA,4,number
801,edi.100.1.ev_88,occ.edi.100.1.801,abundance,NA,4,number
802,edi.100.1.ev_88,occ.edi.100.1.802,abundance,NA,1,number
803,edi.100.1.ev_88,occ.edi.100.1.803,abundance,NA,1,number
804,edi.100.1.ev_88,occ.edi.100.1.804,abundance,NA,2,number
805,edi.100.1.ev_88,occ.edi.100.1.805,abundance,NA,5,number
806,edi.100.1.ev_88,occ.edi.100.1.806,abundance,NA,1,number
807,edi.100.1.ev_89,occ.edi.100.1.807,abundance,NA,18,number
808,edi.100.1.ev_89,occ.edi.100.1.808,abundance,NA,16,number
809,edi.100.1.ev_89,occ.edi.100.1.809,abundance,NA,2,number
810,edi.100.1.ev_89,occ.edi.100.1.810,abundance,NA,2,number
811,edi.100.1.ev_89,occ.edi.100.1.811,abundance,NA,1,number
812,edi.100.1.ev_89,occ.edi.100.1.812,abundance,NA,1,number
813,edi.100.1.ev_89,occ.edi.100.1.813,abundance,NA,1,number
814,edi.100.1.ev_89,occ.edi.100.1.814,abundance,NA,2,number
815,edi.100.1.ev_89,occ.edi.100.1.815,abundance,NA,1,number
816,edi.100.1.ev_89,occ.edi.100.1.816,abundance,NA,1,number
817,edi.100.1.ev_89,occ.edi.100.1.817,abundance,NA,1,number
818,edi.100.1.ev_89,occ.edi.100.1.818,abundance,NA,1,number
819,edi.100.1.ev_89,occ.edi.100.1.819,abundance,NA,1,number
820,edi.100.1.ev_89,occ.edi.100.1.820,abundance,NA,1,number
821,edi.100.1.ev_89,occ.edi.100.1.821,abundance,NA,1,number
822,edi.100.1.ev_89,occ.edi.100.1.822,abundance,NA,1,number
823,edi.100.1.ev_89,occ.edi.100.1.823,abundance,NA,1,number
824,edi.100.1.ev_89,occ.edi.100.1.824,abundance,NA,1,number
825,edi.100.1.ev_89,occ.edi.100.1.825,abundance,NA,1,number
826,edi.100.1.ev_89,occ.edi.100.1.826,abundance,NA,1,number
827,edi.100.1.ev_89,occ.edi.100.1.827,abundance,NA,1,number
828,edi.100.1.ev_89,occ.edi.100.1.828,abundance,NA,3,number
829,edi.100.1.ev_89,occ.edi.100.1.829,abundance,NA,1,number
830,edi.100.1.ev_89,occ.edi.100.1.830,abundance,NA,1,number
831,edi.100.1.ev_89,occ.edi.100.1.831,abundance,NA,1,number
832,edi.100.1.ev_89,occ.edi.100.1.832,abundance,NA,1,number
833,edi.100.1.ev_89,occ.edi.100.1.833,abundance,NA,4,number
834,edi.100.1.ev_89,occ.edi.100.1.834,abundance,NA,4,number
835,edi.100.1.ev_89,occ.edi.100.1.835,abundance,NA,4,number
836,edi.100.1.ev_89,occ.edi.100.1.836,abundance,NA,2,number
837,edi.100.1.ev_89,occ.edi.100.1.837,abundance,NA,2,number
838,edi.100.1.ev_89,occ.edi.100.1.838,abundance,NA,3,number
839,edi.100.1.ev_89,occ.edi.100.1.839,abundance,NA,3,number
840,edi.100.1.ev_89,occ.edi.100.1.840,abundance,NA,1,number
841,edi.100.1.ev_89,occ.edi.100.1.841,abundance,NA,1,number
842,edi.100.1.ev_89,occ.edi.100.1.842,abundance,NA,4,number
843,edi.100.1.ev_89,occ.edi.100.1.843,abundance,NA,1,number
844,edi.100.1.ev_89,occ.edi.100.1.844,abundance,NA,1,number
845,edi.100.1.ev_90,occ.edi.100.1.845,abundance,NA,15,number
846,edi.100.1.ev_90,occ.edi.100.1.846,abundance,NA,6,number
847,edi.100.1.ev_90,occ.edi.100.1.847,abundance,NA,1,number
848,edi.100.1.ev_90,occ.edi.100.1.848,abundance,NA,1,number
849,edi.100.1.ev_90,occ.edi.100.1.849,abundance,NA,1,number
850,edi.100.1.ev_90,occ.edi.100.1.850,abundance,NA,1,number
851,edi.100.1.ev_90,occ.edi.100.1.851,abundance,NA,1,number
852,edi.100.1.ev_90,occ.edi.100.1.852,abundance,NA,1,number
853,edi.100.1.ev_90,occ.edi.100.1.853,abundance,NA,1,number
854,edi.100.1.ev_90,occ.edi.100.1.854,abundance,NA,1,number
855,edi.100.1.ev_90,occ.edi.100.1.855,abundance,NA,1,number
856,edi.100.1.ev_90,occ.edi.100.1.856,abundance,NA,1,number
857,edi.100.1.ev_90,occ.edi.100.1.857,abundance,NA,2,number
858,edi.100.1.ev_90,occ.edi.100.1.858,abundance,NA,1,number
859,edi.100.1.ev_90,occ.edi.100.1.859,abundance,NA,3,number
860,edi.100.1.ev_90,occ.edi.100.1.860,abundance,NA,3,number
861,edi.100.1.ev_90,occ.edi.100.1.861,abundance,NA,1,number
862,edi.100.1.ev_91,occ.edi.100.1.862,abundance,NA,6,number
863,edi.100.1.ev_91,occ.edi.100.1.863,abundance,NA,6,number
864,edi.100.1.ev_91,occ.edi.100.1.864,abundance,NA,7,number
865,edi.100.1.ev_91,occ.edi.100.1.865,abundance,NA,1,number
866,edi.100.1.ev_91,occ.edi.100.1.866,abundance,NA,1,number
867,edi.100.1.ev_91,occ.edi.100.1.867,abundance,NA,1,number
868,edi.100.1.ev_91,occ.edi.100.1.868,abundance,NA,1,number
869,edi.100.1.ev_91,occ.edi.100.1.869,abundance,NA,1,number
870,edi.100.1.ev_91,occ.edi.100.1.870,abundance,NA,7,number
871,edi.100.1.ev_91,occ.edi.100.1.871,abundance,NA,1,number
872,edi.100.1.ev_91,occ.edi.100.1.872,abundance,NA,2,number
873,edi.100.1.ev_91,occ.edi.100.1.873,abundance,NA,2,number
874,edi.100.1.ev_91,occ.edi.100.1.874,abundance,NA,2,number
875,edi.100.1.ev_91,occ.edi.100.1.875,abundance,NA,1,number
876,edi.100.1.ev_91,occ.edi.100.1.876,abundance,NA,2,number
877,edi.100.1.ev_91,occ.edi.100.1.877,abundance,NA,1,number
878,edi.100.1.ev_91,occ.edi.100.1.878,abundance,NA,1,number
879,edi.100.1.ev_92,occ.edi.100.1.879,abundance,NA,20,number
880,edi.100.1.ev_92,occ.edi.100.1.880,abundance,NA,1,number
881,edi.100.1.ev_92,occ.edi.100.1.881,abundance,NA,1,number
882,edi.100.1.ev_92,occ.edi.100.1.882,abundance,NA,1,number
883,edi.100.1.ev_92,occ.edi.100.1.883,abundance,NA,1,number
884,edi.100.1.ev_92,occ.edi.100.1.884,abundance,NA,2,number
885,edi.100.1.ev_92,occ.edi.100.1.885,abundance,NA,1,number
886,edi.100.1.ev_93,occ.edi.100.1.886,abundance,NA,11,number
887,edi.100.1.ev_93,occ.edi.100.1.887,abundance,NA,3,number
888,edi.100.1.ev_93,occ.edi.100.1.888,abundance,NA,1,number
889,edi.100.1.ev_93,occ.edi.100.1.889,abundance,NA,2,number
890,edi.100.1.ev_93,occ.edi.100.1.890,abundance,NA,3,number
891,edi.100.1.ev_93,occ.edi.100.1.891,abundance,NA,1,number
892,edi.100.1.ev_93,occ.edi.100.1.892,abundance,NA,1,number
893,edi.100.1.ev_93,occ.edi.100.1.893,abundance,NA,1,number
894,edi.100.1.ev_93,occ.edi.100.1.894,abundance,NA,1,number
895,edi.100.1.ev_93,occ.edi.100.1.895,abundance,NA,1,number
896,edi.100.1.ev_93,occ.edi.100.1.896,abundance,NA,2,number
897,edi.100.1.ev_93,occ.edi.100.1.897,abundance,NA,1,number
898,edi.100.1.ev_93,occ.edi.100.1.898,abundance,NA,1,number
899,edi.100.1.ev_93,occ.edi.100.1.899,abundance,NA,1,number
900,edi.100.1.ev_93,occ.edi.100.1.900,abundance,NA,1,number
901,edi.100.1.ev_93,occ.edi.100.1.901,abundance,NA,3,number
902,edi.100.1.ev_93,occ.edi.100.1.902,abundance,NA,1,number
903,edi.100.1.ev_93,occ.edi.100.1.903,abundance,NA,1,number
904,edi.100.1.ev_93,occ.edi.100.1.904,abundance,NA,1,number
905,edi.100.1.ev_93,occ.edi.100.1.905,abundance,NA,1,number
906,edi.100.1.ev_93,occ.edi.100.1.906,abundance,NA,1,number
907,edi.100.1.ev_93,occ.edi.100.1.907,abundance,NA,2,number
908,edi.100.1.ev_93,occ.edi.100.1.908,abundance,NA,3,number
909,edi.100.1.ev_93,occ.edi.100.1.909,abundance,NA,1,number
910,edi.100.1.ev_93,occ.edi.100.1.910,abundance,NA,1,number
911,edi.100.1.ev_93,occ.edi.100.1.911,abundance,NA,1,number
912,edi.100.1.ev_93,occ.edi.100.1.912,abundance,NA,2,number
913,edi.100.1.ev_93,occ.edi.100.1.913,abundance,NA,1,number
914,edi.100.1.ev_93,occ.edi.100.1.914,abundance,NA,1,number
915,edi.100.1.ev_93,occ.edi.100.1.915,abundance,NA,2,number
916,edi.100.1.ev_93,occ.edi.100.1.916,abundance,NA,2,number
917,edi.100.1.ev_93,occ.edi.100.1.917,abundance,NA,2,number
918,edi.100.1.ev_93,occ.edi.100.1.918,abundance,NA,1,number
919,edi.100.1.ev_93,occ.edi.100.1.919,abundance,NA,1,number
920,edi.100.1.ev_93,occ.edi.100.1.920,abundance,NA,1,number
921,edi.100.1.ev_94,occ.edi.100.1.921,abundance,NA,1,number
922,edi.100.1.ev_94,occ.edi.100.1.922,abundance,NA,1,number
923,edi.100.1.ev_94,occ.edi.100.1.923,abundance,NA,1,number
924,edi.100.1.ev_94,occ.edi.100.1.924,abundance,NA,1,number
925,edi.100.1.ev_94,occ.edi.100.1.925,abundance,NA,1,number
926,edi.100.1.ev_94,occ.edi.100.1.926,abundance,NA,1,number
927,edi.100.1.ev_94,occ.edi.100.1.927,abundance,NA,1,number
928,edi.100.1.ev_94,occ.edi.100.1.928,abundance,NA,1,number
929,edi.100.1.ev_94,occ.edi.100.1.929,abundance,NA,1,number
930,edi.100.1.ev_94,occ.edi.100.1.930,abundance,NA,1,number
931,edi.100.1.ev_94,occ.edi.100.1.931,abundance,NA,3,number
932,edi.100.1.ev_94,occ.edi.100.1.932,abundance,NA,1,number
933,edi.100.1.ev_94,occ.edi.100.1.933,abundance,NA,1,number
934,edi.100.1.ev_94,occ.edi.100.1.934,abundance,NA,1,number
935,edi.100.1.ev_95,occ.edi.100.1.935,abundance,NA,4,number
936,edi.100.1.ev_95,occ.edi.100.1.936,abundance,NA,1,number
937,edi.100.1.ev_95,occ.edi.100.1.937,abundance,NA,1,number
938,edi.100.1.ev_95,occ.edi.100.1.938,abundance,NA,2,number
939,edi.100.1.ev_95,occ.edi.100.1.939,abundance,NA,1,number
940,edi.100.1.ev_95,occ.edi.100.1.940,abundance,NA,2,number
941,edi.100.1.ev_95,occ.edi.100.1.941,abundance,NA,1,number
942,edi.100.1.ev_95,occ.edi.100.1.942,abundance,NA,1,number
943,edi.100.1.ev_95,occ.edi.100.1.943,abundance,NA,2,number
944,edi.100.1.ev_95,occ.edi.100.1.944,abundance,NA,2,number
945,edi.100.1.ev_95,occ.edi.100.1.945,abundance,NA,1,number
946,edi.100.1.ev_95,occ.edi.100.1.946,abundance,NA,2,number
947,edi.100.1.ev_95,occ.edi.100.1.947,abundance,NA,1,number
948,edi.100.1.ev_95,occ.edi.100.1.948,abundance,NA,2,number
949,edi.100.1.ev_95,occ.edi.100.1.949,abundance,NA,1,number
950,edi.100.1.ev_96,occ.edi.100.1.950,abundance,NA,1,number
951,edi.100.1.ev_96,occ.edi.100.1.951,abundance,NA,1,number
952,edi.100.1.ev_96,occ.edi.100.1.952,abundance,NA,1,number
953,edi.100.1.ev_96,occ.edi.100.1.953,abundance,NA,2,number
954,edi.100.1.ev_96,occ.edi.100.1.954,abundance,NA,1,number
955,edi.100.1.ev_96,occ.edi.100.1.955,abundance,NA,1,number
956,edi.100.1.ev_96,occ.edi.100.1.956,abundance,NA,1,number
957,edi.100.1.ev_97,occ.edi.100.1.957,abundance,NA,1,number
958,edi.100.1.ev_97,occ.edi.100.1.958,abundance,NA,1,number
959,edi.100.1.ev_97,occ.edi.100.1.959,abundance,NA,1,number
960,edi.100.1.ev_97,occ.edi.100.1.960,abundance,NA,1,number
961,edi.100.1.ev_97,occ.edi.100.1.961,abundance,NA,1,number
962,edi.100.1.ev_97,occ.edi.100.1.962,abundance,NA,3,number
963,edi.100.1.ev_97,occ.edi.100.1.963,abundance,NA,1,number
964,edi.100.1.ev_97,occ.edi.100.1.964,abundance,NA,1,number
965,edi.100.1.ev_97,occ.edi.100.1.965,abundance,NA,1,number
966,edi.100.1.ev_97,occ.edi.100.1.966,abundance,NA,1,number
967,edi.100.1.ev_97,occ.edi.100.1.967,abundance,NA,1,number
968,edi.100.1.ev_97,occ.edi.100.1.968,abundance,NA,1,number
969,edi.100.1.ev_97,occ.edi.100.1.969,abundance,NA,1,number
970,edi.100.1.ev_97,occ.edi.100.1.970,abundance,NA,3,number
971,edi.100.1.ev_97,occ.edi.100.1.971,abundance,NA,1,number
972,edi.100.1.ev_97,occ.edi.100.1.972,abundance,NA,1,number
973,edi.100.1.ev_97,occ.edi.100.1.973,abundance,NA,2,number
974,edi.100.1.ev_97,occ.edi.100.1.974,abundance,NA,2,number
975,edi.100.1.ev_97,occ.edi.100.1.975,abundance,NA,1,number
976,edi.100.1.ev_97,occ.edi.100.1.976,abundance,NA,1,number
977,edi.100.1.ev_97,occ.edi.100.1.977,abundance,NA,1,number
978,edi.100.1.ev_97,occ.edi.100.1.978,abundance,NA,1,number
979,edi.100.1.ev_97,occ.edi.100.1.979,abundance,NA,1,number
980,edi.100.1.ev_97,occ.edi.100.1.980,abundance,NA,1,number
981,edi.100.1.ev_97,occ.edi.100.1.981,abundance,NA,1,number
982,edi.100.1.ev_98,occ.edi.100.1.982,abundance,NA,1,number
983,edi.100.1.ev_98,occ.edi.100.1.983,abundance,NA,2,number
984,edi.100.1.ev_98,occ.edi.100.1.984,abundance,NA,1,number
985,edi.100.1.ev_98,occ.edi.100.1.985,abundance,NA,2,number
986,edi.100.1.ev_98,occ.edi.100.1.986,abundance,NA,3,number
987,edi.100.1.ev_98,occ.edi.100.1.987,abundance,NA,1,number
988,edi.100.1.ev_98,occ.edi.100.1.988,abundance,NA,1,number
989,edi.100.1.ev_98,occ.edi.100.1.989,abundance,NA,2,number
990,edi.100.1.ev_98,occ.edi.100.1.990,abundance,NA,1,number
991,edi.100.1.ev_98,occ.edi.100.1.991,abundance,NA,1,number
992,edi.100.1.ev_98,occ.edi.100.1.992,abundance,NA,1,number
993,edi.100.1.ev_99,occ.edi.100.1.993,abundance,NA,2,number
994,edi.100.1.ev_99,occ.edi.100.1.994,abundance,NA,1,number
995,edi.100.1.ev_99,occ.edi.100.1.995,abundance,NA,3,number
996,edi.100.1.ev_99,occ.edi.100.1.996,abundance,NA,1,number
997,edi.100.1.ev_99,occ.edi.100.1.997,abundance,NA,2,number
998,edi.100.1.ev_99,occ.edi.100.1.998,abundance,NA,1,number
999,edi.100.1.ev_99,occ.edi.100.1.999,abundance,NA,1,number
1000,edi.100.1.ev_99,occ.edi.100.1.1000,abundance,NA,1,number
1001,edi.100.1.ev_99,occ.edi.100.1.1001,abundance,NA,1,number
1002,edi.100.1.ev_99,occ.edi.100.1.1002,abundance,NA,2,number
1003,edi.100.1.ev_99,occ.edi.100.1.1003,abundance,NA,7,number
1004,edi.100.1.ev_99,occ.edi.100.1.1004,abundance,NA,1,number
1005,edi.100.1.ev_99,occ.edi.100.1.1005,abundance,NA,1,number
1006,edi.100.1.ev_99,occ.edi.100.1.1006,abundance,NA,1,number
1007,edi.100.1.ev_99,occ.edi.100.1.1007,abundance,NA,3,number
1008,edi.100.1.ev_99,occ.edi.100.1.1008,abundance,NA,4,number
1009,edi.100.1.ev_99,occ.edi.100.1.1009,abundance,NA,1,number
1010,edi.100.1.ev_99,occ.edi.100.1.1010,abundance,NA,1,number
1011,edi.100.1.ev_99,occ.edi.100.1.1011,abundance,NA,1,number
1012,edi.100.1.ev_99,occ.edi.100.1.1012,abundance,NA,1,number
1013,edi.100.1.ev_99,occ.edi.100.1.1013,abundance,NA,2,number
1014,edi.100.1.ev_99,occ.edi.100.1.1014,abundance,NA,1,number
1015,edi.100.1.ev_99,occ.edi.100.1.1015,abundance,NA,2,number
1016,edi.100.1.ev_99,occ.edi.100.1.1016,abundance,NA,1,number
1017,edi.100.1.ev_99,occ.edi.100.1.1017,abundance,NA,2,number
1018,edi.100.1.ev_99,occ.edi.100.1.1018,abundance,NA,2,number
1019,edi.100.1.ev_99,occ.edi.100.1.1019,abundance,NA,2,number
1020,edi.100.1.ev_99,occ.edi.100.1.1020,abundance,NA,2,number
1021,edi.100.1.ev_99,occ.edi.100.1.1021,abundance,NA,1,number
1022,edi.100.1.ev_99,occ.edi.100.1.1022,abundance,NA,1,number
1023,edi.100.1.ev_99,occ.edi.100.1.1023,abundance,NA,1,number
1024,edi.100.1.ev_99,occ.edi.100.1.1024,abundance,NA,1,number
1025,edi.100.1.ev_100,occ.edi.100.1.1025,abundance,NA,1,number
1026,edi.100.1.ev_100,occ.edi.100.1.1026,abundance,NA,1,number
1027,edi.100.1.ev_100,occ.edi.100.1.1027,abundance,NA,1,number
1028,edi.100.1.ev_100,occ.edi.100.1.1028,abundance,NA,1,number
1029,edi.100.1.ev_100,occ.edi.100.1.1029,abundance,NA,1,number
1030,edi.100.1.ev_101,occ.edi.100.1.1030,abundance,NA,1,number
1031,edi.100.1.ev_101,occ.edi.100.1.1031,abundance,NA,1,number
1032,edi.100.1.ev_101,occ.edi.100.1.1032,abundance,NA,1,number
1033,edi.100.1.ev_101,occ.edi.100.1.1033,abundance,NA,3,number
1034,edi.100.1.ev_101,occ.edi.100.1.1034,abundance,NA,3,number
1035,edi.100.1.ev_101,occ.edi.100.1.1035,abundance,NA,3,number
1036,edi.100.1.ev_101,occ.edi.100.1.1036,abundance,NA,1,number
1037,edi.100.1.ev_101,occ.edi.100.1.1037,abundance,NA,3,number
1038,edi.100.1.ev_101,occ.edi.100.1.1038,abundance,NA,2,number
1039,edi.100.1.ev_101,occ.edi.100.1.1039,abundance,NA,1,number
1040,edi.100.1.ev_101,occ.edi.100.1.1040,abundance,NA,6,number
1041,edi.100.1.ev_101,occ.edi.100.1.1041,abundance,NA,1,number
1042,edi.100.1.ev_101,occ.edi.100.1.1042,abundance,NA,1,number
1043,edi.100.1.ev_101,occ.edi.100.1.1043,abundance,NA,1,number
1044,edi.100.1.ev_101,occ.edi.100.1.1044,abundance,NA,1,number
1045,edi.100.1.ev_101,occ.edi.100.1.1045,abundance,NA,2,number
1046,edi.100.1.ev_101,occ.edi.100.1.1046,abundance,NA,2,number
1047,edi.100.1.ev_101,occ.edi.100.1.1047,abundance,NA,2,number
1048,edi.100.1.ev_101,occ.edi.100.1.1048,abundance,NA,2,number
1049,edi.100.1.ev_102,occ.edi.100.1.1049,abundance,NA,2,number
1050,edi.100.1.ev_102,occ.edi.100.1.1050,abundance,NA,2,number
1051,edi.100.1.ev_102,occ.edi.100.1.1051,abundance,NA,2,number
1052,edi.100.1.ev_102,occ.edi.100.1.1052,abundance,NA,4,number
1053,edi.100.1.ev_102,occ.edi.100.1.1053,abundance,NA,3,number
1054,edi.100.1.ev_102,occ.edi.100.1.1054,abundance,NA,1,number
1055,edi.100.1.ev_102,occ.edi.100.1.1055,abundance,NA,5,number
1056,edi.100.1.ev_102,occ.edi.100.1.1056,abundance,NA,1,number
1057,edi.100.1.ev_102,occ.edi.100.1.1057,abundance,NA,29,number
1058,edi.100.1.ev_102,occ.edi.100.1.1058,abundance,NA,1,number
1059,edi.100.1.ev_102,occ.edi.100.1.1059,abundance,NA,1,number
1060,edi.100.1.ev_102,occ.edi.100.1.1060,abundance,NA,1,number
1061,edi.100.1.ev_102,occ.edi.100.1.1061,abundance,NA,1,number
1062,edi.100.1.ev_102,occ.edi.100.1.1062,abundance,NA,1,number
1063,edi.100.1.ev_102,occ.edi.100.1.1063,abundance,NA,1,number
1064,edi.100.1.ev_102,occ.edi.100.1.1064,abundance,NA,2,number
1065,edi.100.1.ev_102,occ.edi.100.1.1065,abundance,NA,2,number
1066,edi.100.1.ev_102,occ.edi.100.1.1066,abundance,NA,5,number
1067,edi.100.1.ev_102,occ.edi.100.1.1067,abundance,NA,2,number
1068,edi.100.1.ev_102,occ.edi.100.1.1068,abundance,NA,1,number
1069,edi.100.1.ev_102,occ.edi.100.1.1069,abundance,NA,1,number
1070,edi.100.1.ev_102,occ.edi.100.1.1070,abundance,NA,2,number
1071,edi.100.1.ev_102,occ.edi.100.1.1071,abundance,NA,1,number
1072,edi.100.1.ev_102,occ.edi.100.1.1072,abundance,NA,2,number
1073,edi.100.1.ev_102,occ.edi.100.1.1073,abundance,NA,2,number
1074,edi.100.1.ev_102,occ.edi.100.1.1074,abundance,NA,1,number
1075,edi.100.1.ev_102,occ.edi.100.1.1075,abundance,NA,3,number
1076,edi.100.1.ev_102,occ.edi.100.1.1076,abundance,NA,5,number
1077,edi.100.1.ev_102,occ.edi.100.1.1077,abundance,NA,1,number
1078,edi.100.1.ev_102,occ.edi.100.1.1078,abundance,NA,1,number
1079,edi.100.1.ev_102,occ.edi.100.1.1079,abundance,NA,1,number
1080,edi.100.1.ev_102,occ.edi.100.1.1080,abundance,NA,2,number
1081,edi.100.1.ev_102,occ.edi.100.1.1081,abundance,NA,4,number
1082,edi.100.1.ev_102,occ.edi.100.1.1082,abundance,NA,1,number
1083,edi.100.1.ev_102,occ.edi.100.1.1083,abundance,NA,8,number
1084,edi.100.1.ev_102,occ.edi.100.1.1084,abundance,NA,3,number
1085,edi.100.1.ev_102,occ.edi.100.1.1085,abundance,NA,3,number
1086,edi.100.1.ev_102,occ.edi.100.1.1086,abundance,NA,1,number
1087,edi.100.1.ev_102,occ.edi.100.1.1087,abundance,NA,1,number
1088,edi.100.1.ev_103,occ.edi.100.1.1088,abundance,NA,1,number
1089,edi.100.1.ev_103,occ.edi.100.1.1089,abundance,NA,1,number
1090,edi.100.1.ev_103,occ.edi.100.1.1090,abundance,NA,2,number
1091,edi.100.1.ev_103,occ.edi.100.1.1091,abundance,NA,1,number
1092,edi.100.1.ev_103,occ.edi.100.1.1092,abundance,NA,3,number
1093,edi.100.1.ev_103,occ.edi.100.1.1093,abundance,NA,1,number
1094,edi.100.1.ev_103,occ.edi.100.1.1094,abundance,NA,1,number
1095,edi.100.1.ev_103,occ.edi.100.1.1095,abundance,NA,1,number
1096,edi.100.1.ev_103,occ.edi.100.1.1096,abundance,NA,2,number
1097,edi.100.1.ev_103,occ.edi.100.1.1097,abundance,NA,1,number
1098,edi.100.1.ev_103,occ.edi.100.1.1098,abundance,NA,2,number
1099,edi.100.1.ev_103,occ.edi.100.1.1099,abundance,NA,2,number
1100,edi.100.1.ev_103,occ.edi.100.1.1100,abundance,NA,2,number
1101,edi.100.1.ev_103,occ.edi.100.1.1101,abundance,NA,6,number
1102,edi.100.1.ev_103,occ.edi.100.1.1102,abundance,NA,1,number
1103,edi.100.1.ev_103,occ.edi.100.1.1103,abundance,NA,1,number
1104,edi.100.1.ev_103,occ.edi.100.1.1104,abundance,NA,1,number
1105,edi.100.1.ev_103,occ.edi.100.1.1105,abundance,NA,2,number
1106,edi.100.1.ev_103,occ.edi.100.1.1106,abundance,NA,4,number
1107,edi.100.1.ev_103,occ.edi.100.1.1107,abundance,NA,3,number
1108,edi.100.1.ev_103,occ.edi.100.1.1108,abundance,NA,3,number
1109,edi.100.1.ev_103,occ.edi.100.1.1109,abundance,NA,1,number
1110,edi.100.1.ev_103,occ.edi.100.1.1110,abundance,NA,1,number
1111,edi.100.1.ev_103,occ.edi.100.1.1111,abundance,NA,2,number
1112,edi.100.1.ev_103,occ.edi.100.1.1112,abundance,NA,2,number
1113,edi.100.1.ev_103,occ.edi.100.1.1113,abundance,NA,2,number
1114,edi.100.1.ev_103,occ.edi.100.1.1114,abundance,NA,1,number
1115,edi.100.1.ev_103,occ.edi.100.1.1115,abundance,NA,1,number
1116,edi.100.1.ev_103,occ.edi.100.1.1116,abundance,NA,3,number
1117,edi.100.1.ev_103,occ.edi.100.1.1117,abundance,NA,1,number
1118,edi.100.1.ev_103,occ.edi.100.1.1118,abundance,NA,1,number
1119,edi.100.1.ev_103,occ.edi.100.1.1119,abundance,NA,5,number
1120,edi.100.1.ev_104,occ.edi.100.1.1120,abundance,NA,1,number
1121,edi.100.1.ev_104,occ.edi.100.1.1121,abundance,NA,5,number
1122,edi.100.1.ev_104,occ.edi.100.1.1122,abundance,NA,1,number
1123,edi.100.1.ev_104,occ.edi.100.1.1123,abundance,NA,1,number
1124,edi.100.1.ev_104,occ.edi.100.1.1124,abundance,NA,1,number
