observation_id,event_id,package_id,location_id,datetime,taxon_id,variable_name,value,unit
ob_2716,ev_2716,edi.193.1,lo_10,2015-06-29,tx_17,abundance,1,
ob_2718,ev_2718,edi.193.1,lo_10,2015-06-29,tx_36,abundance,2,
ob_2720,ev_2720,edi.193.1,lo_10,2015-06-29,tx_40,abundance,1,
ob_2721,ev_2721,edi.193.1,lo_10,2015-06-29,tx_42,abundance,1,
ob_2727,ev_2727,edi.193.1,lo_10,2015-06-29,tx_37,abundance,1,
ob_2738,ev_2738,edi.193.1,lo_10,2015-06-29,tx_54,abundance,1,
ob_2743,ev_2743,edi.193.1,lo_10,2015-06-29,tx_51,abundance,1,
ob_2756,ev_2756,edi.193.1,lo_11,2015-06-29,tx_2,abundance,2,
ob_2757,ev_2757,edi.193.1,lo_11,2015-06-29,tx_22,abundance,2,
ob_2758,ev_2758,edi.193.1,lo_11,2015-06-29,tx_3,abundance,3,
ob_2778,ev_2778,edi.193.1,lo_11,2015-06-29,tx_56,abundance,1,
ob_2783,ev_2783,edi.193.1,lo_11,2015-06-29,tx_14,abundance,1,
ob_2791,ev_2791,edi.193.1,lo_11,2015-06-29,tx_80,abundance,1,
ob_2792,ev_2792,edi.193.1,lo_11,2015-06-29,tx_51,abundance,1,
ob_2800,ev_2800,edi.193.1,lo_11,2015-06-29,tx_54,abundance,1,
ob_2805,ev_2805,edi.193.1,lo_11,2015-06-29,tx_39,abundance,2,
ob_2828,ev_2828,edi.193.1,lo_11,2015-06-29,tx_12,abundance,1,
ob_2837,ev_2837,edi.193.1,lo_12,2015-06-29,tx_3,abundance,1,
ob_2838,ev_2838,edi.193.1,lo_12,2015-06-29,tx_2,abundance,1,
ob_2870,ev_2870,edi.193.1,lo_13,2015-06-29,tx_51,abundance,1,
ob_2871,ev_2871,edi.193.1,lo_13,2015-06-29,tx_14,abundance,1,
ob_2872,ev_2872,edi.193.1,lo_13,2015-06-29,tx_3,abundance,5,
ob_2877,ev_2877,edi.193.1,lo_13,2015-06-29,tx_39,abundance,2,
ob_2879,ev_2879,edi.193.1,lo_13,2015-06-29,tx_2,abundance,1,
ob_2906,ev_2906,edi.193.1,lo_14,2015-06-29,tx_3,abundance,1,
ob_2907,ev_2907,edi.193.1,lo_14,2015-06-29,tx_62,abundance,1,
ob_2909,ev_2909,edi.193.1,lo_14,2015-06-29,tx_14,abundance,1,
ob_2910,ev_2910,edi.193.1,lo_14,2015-06-29,tx_2,abundance,1,
ob_2913,ev_2913,edi.193.1,lo_14,2015-06-29,tx_37,abundance,1,
ob_2916,ev_2916,edi.193.1,lo_14,2015-06-29,tx_39,abundance,1,
ob_2924,ev_2924,edi.193.1,lo_14,2015-06-29,tx_40,abundance,1,
